state,Office UUID,Office Name,Seat,Office Level,Office Role,Office Category,Body Name,Jurisdiction,Jurisdiction OCDID,OCDID,Electoral District,Person UUID,Official Name,Official Party,party,wnw,race,sex,level,include,state
PA,3579fbac-cd45-4c28-bd5d-7bcee53292b4,Philadelphia City Council Member,At-Large,administrativeArea2,legislatorUpperBody,City Legislator,Philadelphia City Council,Philadelphia county,,ocd-division/country:us/state:pa/place:philadelphia,Philadelphia County,ce234bad-c20d-4946-9b4a-51523de31927,Katherine Gilmore Richardson,Democratic Party,Democratic Party,Non-White,Black or African American,Female,County,1,PA
PA,3579fbac-cd45-4c28-bd5d-7bcee53292b4,Philadelphia City Council Member,At-Large,administrativeArea2,legislatorUpperBody,City Legislator,Philadelphia City Council,Philadelphia county,,ocd-division/country:us/state:pa/place:philadelphia,Philadelphia County,2f111fe6-aa96-40e9-9d53-cd898b1793ac,Helen Gym,Democratic Party,Democratic Party,Non-White,Asian American or Pacific Islander,Female,County,1,PA
PA,0ed084a4-d288-4429-adf4-e47e0742c9fa,Philadelphia City Council Member,District 7,administrativeArea2,legislatorUpperBody,City Legislator,Philadelphia City Council,Philadelphia county,,ocd-division/country:us/state:pa/place:philadelphia/council_district:7,Philadelphia City Council District 7,587c0aa9-7517-40ed-9360-c8fa33fbbcae,Maria Quiñones Sánchez,Democratic Party,Democratic Party,Non-White,Hispanic or Latino,Female,County,1,PA
PA,6857dd33-2166-4536-864a-8e30c5bb1132,Philadelphia City Council Member,District 1,administrativeArea2,legislatorUpperBody,City Legislator,Philadelphia City Council,Philadelphia county,,ocd-division/country:us/state:pa/place:philadelphia/council_district:1,Philadelphia City Council District 1,0f815a17-ddaf-43ac-9d62-76e3b66e76a2,Mark Squilla,Democratic Party,Democratic Party,White,White,Male,County,1,PA
PA,aaa8a1fc-bcd1-4fd2-9e53-5448db749087,Philadelphia City Council Member,District 6,administrativeArea2,legislatorUpperBody,City Legislator,Philadelphia City Council,Philadelphia county,,ocd-division/country:us/state:pa/place:philadelphia/council_district:6,Philadelphia City Council District 6,c79d56bb-d8cc-40c8-bace-124f0120b479,Bobby Henon,Democratic Party,Democratic Party,White,White,Male,County,1,PA
PA,3579fbac-cd45-4c28-bd5d-7bcee53292b4,Philadelphia City Council Member,At-Large,administrativeArea2,legislatorUpperBody,City Legislator,Philadelphia City Council,Philadelphia county,,ocd-division/country:us/state:pa/place:philadelphia,Philadelphia County,2c70d7af-4bab-4ffe-97cb-784506c36523,Allan Domb,Democratic Party,Democratic Party,White,White,Male,County,1,PA
PA,21f93aa0-9f4e-4002-8dcd-b0d574537616,Philadelphia City Council Member,At-Large,administrativeArea2,legislatorUpperBody,City Legislator,Philadelphia City Council,Philadelphia county,,ocd-division/country:us/state:pa/place:philadelphia,Philadelphia County,12253133-2362-4e8f-b8c6-61f76224f9cf,David Oh,Republican Party,Republican Party,Non-White,Asian American or Pacific Islander,Male,County,1,PA
PA,06221df1-8cec-4834-bd46-684dddfd0de8,Philadelphia City Council Member,District 10,administrativeArea2,legislatorUpperBody,City Legislator,Philadelphia City Council,Philadelphia county,,ocd-division/country:us/state:pa/place:philadelphia/council_district:10,Philadelphia City Council District 10,cc0f572f-678a-4eae-93c3-b298a5f19c78,Brian J. O'Neill,Republican Party,Republican Party,White,White,Male,County,1,PA
PA,e28d2749-1045-455a-ab1b-224541268f9b,Philadelphia City Council Member,At-Large,administrativeArea2,legislatorUpperBody,City Legislator,Philadelphia City Council,Philadelphia county,,ocd-division/country:us/state:pa/place:philadelphia,Philadelphia County,a5540a5e-a179-4335-ac5f-a55bd32fd5cb,Kendra Brooks,Working Families Party,Independent,Non-White,Black or African American,Female,County,1,PA
PA,3e1b50a0-529d-4529-b62d-7b24ca8e56dd,Philadelphia District Attorney,,administrativeArea2,governmentOfficer,Prosecuting Attorney,,Philadelphia county,,ocd-division/country:us/state:pa/place:philadelphia,Philadelphia County,f9330fbc-9a1b-4194-be35-fcbdd286b627,Lawrence S. Krasner,Democratic Party,Democratic Party,White,White,Male,County,1,PA
PA,92a97b8b-c665-459e-80c8-371ea98b0aa9,Philadelphia Mayor,,administrativeArea2,headOfGovernment,Mayor,,Philadelphia county,,ocd-division/country:us/state:pa/place:philadelphia,Philadelphia County,5fcbc157-0e99-4f07-acfd-5d8eb94b97ef,Jim Kenney,Democratic Party,Democratic Party,White,White,Male,County,1,PA
PA,f2cf2634-0309-44dd-923b-a4adb7677bb8,Philadelphia Register of Wills,,administrativeArea2,governmentOfficer,Recorder,,Philadelphia county,,ocd-division/country:us/state:pa/place:philadelphia,Philadelphia County,60f4848c-1d3e-4a38-beec-78e6953a038f,Tracey Gordon,Democratic Party,Democratic Party,Non-White,Black or African American,Female,County,1,PA
PA,5d0554df-b72d-4ff5-a080-e1a55193fec6,Philadelphia Sheriff,,administrativeArea2,governmentOfficer,,,Philadelphia county,,ocd-division/country:us/state:pa/place:philadelphia,Philadelphia County,10e53c59-bbcc-4dce-bcda-0372e9e13407,Rochelle Bilal,Democratic Party,Democratic Party,Non-White,Black or African American,Female,County,1,PA
PA,6de5e1bb-f2a3-48b4-88e5-d07e057e2a75,Pittsburgh City Council Member,District 6,locality,,,,Pittsburgh city,,ocd-division/country:us/state:pa/place:pittsburgh/council_district:6,Pittsburgh City Council District 6,c3d68f3f-408c-4e83-ac4c-a7bba84dd6fe,R. Daniel Lavelle,Democratic Party,Democratic Party,Non-White,Black or African American,Male,City,1,PA
PA,9dfbaacd-088f-4f65-86a9-a883bd341247,Pittsburgh City Council Member,District 9,locality,,,,Pittsburgh city,,ocd-division/country:us/state:pa/place:pittsburgh/council_district:9,Pittsburgh City Council District 9,5516b705-29be-434d-a157-6dde687894a0,Ricky Burgess,Democratic Party,Democratic Party,Non-White,Black or African American,Male,City,1,PA
PA,99d88ae5-66f5-4c37-879c-56a1cd7fa788,Pittsburgh City Controller,,locality,,,,Pittsburgh city,,ocd-division/country:us/state:pa/place:pittsburgh,Pittsburgh city,e06957d7-849e-4fec-aad7-75dd181669ee,Michael E. Lamb,Democratic Party,Democratic Party,White,White,Male,City,1,PA
PA,db5526a7-abe6-4b86-abb0-368d78400db8,Pittsburgh City Council Member,District 1,locality,,,,Pittsburgh city,,ocd-division/country:us/state:pa/place:pittsburgh/council_district:1,Pittsburgh City Council District 1,5692b304-a7c4-47f1-a710-e11a3068aee6,Bobby Wilson,Democratic Party,Democratic Party,White,White,Male,City,1,PA
PA,f810196c-7441-45a5-b0a0-9f3b03a8fea1,Pittsburgh City Council Member,District 2,locality,,,,Pittsburgh city,,ocd-division/country:us/state:pa/place:pittsburgh/council_district:2,Pittsburgh City Council District 2,5d0dcacc-8dac-4578-9787-d87b76a0a7c5,Theresa Kail-Smith,Democratic Party,Democratic Party,White,White,Female,City,1,PA
PA,f8b7dd73-16fc-4cca-b7ca-43b4df76e886,Pittsburgh City Council Member,District 3,locality,,,,Pittsburgh city,,ocd-division/country:us/state:pa/place:pittsburgh/council_district:3,Pittsburgh City Council District 3,7a8341fe-d1ea-4ba7-a62b-d38c7afc4e90,Bruce Kraus,Democratic Party,Democratic Party,White,White,Male,City,1,PA
PA,9e3cfb4e-8b75-4add-b2b3-6d4dabb92d23,Pittsburgh City Council Member,District 4,locality,,,,Pittsburgh city,,ocd-division/country:us/state:pa/place:pittsburgh/council_district:4,Pittsburgh City Council District 4,d0103737-1023-49e1-9b0e-eef477c9d9cd,Anthony Coghill,Democratic Party,Democratic Party,White,White,Male,City,1,PA
PA,757a674e-18a5-4b71-b8a1-ca500a453aa1,Pittsburgh City Council Member,District 5,locality,,,,Pittsburgh city,,ocd-division/country:us/state:pa/place:pittsburgh/council_district:5,Pittsburgh City Council District 5,28a36f90-de1e-4dff-8a07-3c5239aadfe8,Corey O'Connor,Democratic Party,Democratic Party,White,White,Male,City,1,PA
PA,aed8b494-5ef2-45d9-ab10-a20b08ce4a12,Pittsburgh City Council Member,District 7,locality,,,,Pittsburgh city,,ocd-division/country:us/state:pa/place:pittsburgh/council_district:7,Pittsburgh City Council District 7,8b267038-3c66-42d3-bd72-07045ef3e321,Deb Gross,Democratic Party,Democratic Party,White,White,Female,City,1,PA
PA,281dc5fb-8e72-4f95-84ce-dd6e88627c89,Pittsburgh Mayor,,locality,,,,Pittsburgh city,,ocd-division/country:us/state:pa/place:pittsburgh,Pittsburgh city,124a0938-8bbb-4521-9c33-267b4737fad4,William Peduto,Democratic Party,Democratic Party,White,White,Male,City,1,PA
PA,115001d9-db11-4fa6-a3f4-cdd31423dee2,Pittsburgh City Council Member,District 8,locality,,,,Pittsburgh city,,ocd-division/country:us/state:pa/place:pittsburgh/council_district:8,Pittsburgh City Council District 8,54f4f4d1-f5fb-478f-a232-4b7ef22ab909,Erika Strassburger,Unaffiliated,Independent,White,White,Female,City,1,PA
TN,b9c684f5-7d45-4de4-82a3-aa3956fae5aa,Memphis City Council Member,"Super District 8, Position 1",locality,,,,Memphis city,,ocd-division/country:us/state:tn/place:memphis,Memphis city,7665a8d6-3f8a-4d1c-a54f-de98880e9895,"JB Smiley, Jr.",Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,TN
TN,0238b31f-8439-4de3-8b83-89fa97ad423b,Memphis City Council Member,"Super District 8, Position 3",locality,,,,Memphis city,,ocd-division/country:us/state:tn/place:memphis,Memphis city,1d1fe047-f5ec-4847-b23f-dd99952a265d,Martavius Jones,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,TN
TN,49ab1cd8-f0a9-4adc-82bc-7119af9bc05c,Memphis City Council Member,"Super District 8, Position 2",locality,,,,Memphis city,,ocd-division/country:us/state:tn/place:memphis,Memphis city,cb7b09ce-e0a7-4390-9534-879f4e0038cf,Cheyenne Johnson,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,TN
TN,3de79e56-fadb-4cc4-8967-653d9a9b6ce7,Memphis City Council Member,District 1,locality,,,,Memphis city,,ocd-division/country:us/state:tn/place:memphis/council_district:1,Memphis City Council District 1,5faf6352-abc0-4638-b6d4-3b8ad220e330,Rhonda Logan,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,TN
TN,dff7b7fb-aee7-4cdf-a327-648e488c49b8,Memphis City Council Member,District 3,locality,,,,Memphis city,,ocd-division/country:us/state:tn/place:memphis/council_district:3,Memphis City Council District 3,ad6d8a86-87b0-415d-9c88-0014097ae335,Patrice J. Robinson,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,TN
TN,0047cc1e-ea0f-4b20-9cd0-3232605226e1,Memphis City Council Member,District 4,locality,,,,Memphis city,,ocd-division/country:us/state:tn/place:memphis/council_district:4,Memphis City Council District 4,812eb96a-e04e-4bab-88bf-22beb301319b,Jamita Swearengen,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,TN
TN,7fc75b2b-e99f-4bd2-807f-729f6f0bf973,Memphis City Council Member,District 6,locality,,,,Memphis city,,ocd-division/country:us/state:tn/place:memphis/council_district:6,Memphis City Council District 6,c0e6670f-68d6-47d2-ac7e-13d2268fdf9c,"Edmund H. Ford, Sr.",Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,TN
TN,219ed67a-d863-4fdb-a27b-f660fca99948,Memphis City Council Member,District 7,locality,,,,Memphis city,,ocd-division/country:us/state:tn/place:memphis/council_district:7,Memphis City Council District 7,aae8a537-7d1c-4c08-855b-b8258d892e1f,Michalyn Easter-Thomas,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,TN
TN,aba8298e-cc4b-486b-acf1-8ee95899d7d8,Memphis City Council Member,"Super District 9, Position 1",locality,,,,Memphis city,,ocd-division/country:us/state:tn/place:memphis,Memphis city,4d0c0e2d-b931-4735-9b36-298df3b226c9,Chase Carlisle,Nonpartisan,Independent,White,White,Male,City,1,TN
TN,9940de69-da7a-422e-a5ab-7a303af6a9ac,Memphis City Council Member,"Super District 9, Position 3",locality,,,,Memphis city,,ocd-division/country:us/state:tn/place:memphis,Memphis city,1e6bf245-ac07-423d-be4e-f86172063714,Jeff Warren,Nonpartisan,Independent,White,White,Male,City,1,TN
TN,5f520458-4079-4e13-937e-5d988a091f6d,Memphis City Council Member,"Super District 9, Position 2",locality,,,,Memphis city,,ocd-division/country:us/state:tn/place:memphis,Memphis city,65f14022-4fc9-44fb-a43a-3897fb69ff1d,J. Ford Canale,Nonpartisan,Independent,White,White,Male,City,1,TN
TN,75981e2c-346b-45de-bc26-7b6818f2b187,Memphis City Council Member,District 2,locality,,,,Memphis city,,ocd-division/country:us/state:tn/place:memphis/council_district:2,Memphis City Council District 2,62f961f5-1abe-4f0f-a2d1-659f81f075b9,"Frank H. Colvett, Jr.",Nonpartisan,Independent,White,White,Male,City,1,TN
TN,9efa55a5-97ce-458b-bf3d-6a1888e9012b,Memphis City Council Member,District 5,locality,,,,Memphis city,,ocd-division/country:us/state:tn/place:memphis/council_district:5,Memphis City Council District 5,a4b8b812-3f61-4502-9ad4-4384f65e660e,Worth Morgan,Nonpartisan,Independent,White,White,Male,City,1,TN
TN,7f440ad4-236f-40c2-95cf-c8b02e93783d,Memphis Mayor,,locality,,,,Memphis city,,ocd-division/country:us/state:tn/place:memphis,Memphis city,7aecc216-6b2b-43e6-87e2-8ad16edd6538,Jim Strickland,Nonpartisan,Independent,White,White,Male,City,1,TN
TX,a895a27b-4fe5-4efc-aa5c-ed87a6a1bdb2,Arlington City Council Member,At-Large District 8,locality,,,,Arlington city,,ocd-division/country:us/state:tx/place:arlington,Arlington city,1bc1bc43-f9d0-4cf2-a948-77e4c1a11bd7,Barbara Odom-Wesley,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,TX
TX,3be7f804-bb0e-45ac-b4e7-146c4a691c20,Arlington City Council Member,District 3,locality,,,,Arlington city,,ocd-division/country:us/state:tx/place:arlington/council_district:3,Arlington City Council District 3,4310c7a9-d7eb-4930-ad19-ddf2a0109761,Marvin Sutton,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,TX
TX,905d2edb-40e3-4b38-8c9d-e52a45c7bc33,Arlington City Council Member,District 5,locality,,,,Arlington city,,ocd-division/country:us/state:tx/place:arlington/council_district:5,Arlington City Council District 5,52682cff-030f-448e-9518-62bd38416522,Ignacio Nuñez,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,2979f42e-0431-4c90-8c9b-b7a90c51583d,Arlington City Council Member,At-Large District 6,locality,,,,Arlington city,,ocd-division/country:us/state:tx/place:arlington,Arlington city,21e0f2dd-8bd0-4838-928f-6d4a88d188bd,Robert Shepard,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,043713d7-5e8d-4157-b889-a2c71923401e,Arlington City Council Member,At-Large District 7,locality,,,,Arlington city,,ocd-division/country:us/state:tx/place:arlington,Arlington city,4254b857-377a-40df-9fee-fee65bfcf801,Victoria Farrar-Myers,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,fc82fdb2-129c-4324-8966-36968b590c75,Arlington Mayor,,locality,,,,Arlington city,,ocd-division/country:us/state:tx/place:arlington,Arlington city,8525ac1f-2229-4b11-82fd-29d7559a4f7a,Jeff Williams,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,791f6ad0-0ec0-4ee5-a66c-58747b0eb118,Arlington City Council Member,District 1,locality,,,,Arlington city,,ocd-division/country:us/state:tx/place:arlington/council_district:1,Arlington City Council District 1,66b63186-32cb-4d3b-849f-6bdce0df74ce,Helen Moise,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,f8f5d886-393c-4284-93e7-36f9dab03f3c,Arlington City Council Member,District 2,locality,,,,Arlington city,,ocd-division/country:us/state:tx/place:arlington/council_district:2,Arlington City Council District 2,56475e1e-c8de-47f0-a2ff-dc2751b66a4e,Sheri Capehart,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,92866543-bba3-48a3-bc7e-64ffcb7ef672,Arlington City Council Member,District 4,locality,,,,Arlington city,,ocd-division/country:us/state:tx/place:arlington/council_district:4,Arlington City Council District 4,c830cfed-9b60-4d6d-815b-eb5fc392d239,Andrew Piel,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,3c19e774-8ba4-44d7-8fdd-c26ea97ed37a,Austin City Council Member,District 1,locality,,,,Austin city,,ocd-division/country:us/state:tx/place:austin/council_district:1,Austin City Council District 1,825f9c81-5fe1-4db0-8301-5404c3f330fa,Natasha Harper-Madison,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,TX
TX,2ce1e769-afce-4c53-94e5-d4b55d24db92,Austin City Council Member,District 2,locality,,,,Austin city,,ocd-division/country:us/state:tx/place:austin/council_district:2,Austin City Council District 2,d2545e50-1f26-4b0a-badd-a14272a82697,Delia Garza,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,TX
TX,59f40523-7282-42cc-a61b-597d70acc665,Austin City Council Member,District 3,locality,,,,Austin city,,ocd-division/country:us/state:tx/place:austin/council_district:3,Austin City Council District 3,5645035d-304f-4761-8714-8f6c88c3b6a4,"Sabino ""Pio"" Renteria",Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,31897828-1308-4938-87f6-4e81f68396c8,Austin City Council Member,District 4,locality,,,,Austin city,,ocd-division/country:us/state:tx/place:austin/council_district:4,Austin City Council District 4,f91d3990-01dc-4ec1-b3d6-60c2f4206496,Gregorio Casar,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,8e9a8daa-49f3-4f72-91ba-1637b1c70146,Austin Mayor,,locality,,,,Austin city,,ocd-division/country:us/state:tx/place:austin,Austin city,aff4f37a-d730-4799-9bd9-121fc7efdf56,Steve Adler,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,61971e18-142e-407e-817b-db5875f8efcc,Austin City Council Member,District 10,locality,,,,Austin city,,ocd-division/country:us/state:tx/place:austin/council_district:10,Austin City Council District 10,1977046f-9932-4a00-bb0f-6915f2a40930,Alison Alter,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,502e63e8-a9b0-4681-ad45-8c4d656597b8,Austin City Council Member,District 5,locality,,,,Austin city,,ocd-division/country:us/state:tx/place:austin/council_district:5,Austin City Council District 5,20aad391-98d5-4a88-bad1-878d0f4fb9bf,Ann Kitchen,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,433ab437-ab03-4983-9b8d-48738336247a,Austin City Council Member,District 6,locality,,,,Austin city,,ocd-division/country:us/state:tx/place:austin/council_district:6,Austin City Council District 6,3c056e7f-9455-4985-bb82-56a57780927c,Jimmy Flannigan,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,0b0a5a9d-e206-4977-9025-9bdc9a4868cf,Austin City Council Member,District 7,locality,,,,Austin city,,ocd-division/country:us/state:tx/place:austin/council_district:7,Austin City Council District 7,46d7bd35-b3c4-4e87-980e-4db92b6862a4,Leslie Pool,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,96e6d12d-a1c6-495e-8501-4e0e65259574,Austin City Council Member,District 8,locality,,,,Austin city,,ocd-division/country:us/state:tx/place:austin/council_district:8,Austin City Council District 8,3681a8f3-b5f0-422a-ad20-81513d56f7e8,Paige Ellis,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,55410411-3048-400d-bb1e-0e0c68b098cd,Austin City Council Member,District 9,locality,,,,Austin city,,ocd-division/country:us/state:tx/place:austin/council_district:9,Austin City Council District 9,4125d8a8-053a-49de-8f87-4215e873dcae,Kathie Tovo,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,1177fef8-873f-493b-a79c-2e274ef5248f,Corpus Christi City Council Member,District 1,locality,,,,Corpus Christi city,,ocd-division/country:us/state:tx/place:corpus_christi/council_district:1,Corpus Christi City Council District 1,2b6013be-570c-43e6-b84a-4ba148387e9b,Everett Roy,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,TX
TX,a10c4036-3be4-4c35-b363-05ed34fee00b,Corpus Christi City Council Member,,locality,,,,Corpus Christi city,,ocd-division/country:us/state:tx/place:corpus_christi,Corpus Christi city,8db40b2e-bd44-49cf-a260-063588d8ca6e,Paulette M. Guajardo,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,TX
TX,2fdf8ad3-a95b-4c52-885d-506261b28c36,Corpus Christi City Council Member,,locality,,,,Corpus Christi city,,ocd-division/country:us/state:tx/place:corpus_christi,Corpus Christi city,22850a0b-59a8-45c2-8ba0-2a72ec63c480,"Rudy Garza, Jr.",Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,7e5d8dea-3b66-419a-9cc9-d7063db01b32,Corpus Christi City Council Member,District 2,locality,,,,Corpus Christi city,,ocd-division/country:us/state:tx/place:corpus_christi/council_district:2,Corpus Christi City Council District 2,006f330e-aae9-4103-b4b5-324646a6f140,Ben Molina,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,a28aea2d-a6df-443e-90ec-a5f0e93fba7f,Corpus Christi City Council Member,District 3,locality,,,,Corpus Christi city,,ocd-division/country:us/state:tx/place:corpus_christi/council_district:3,Corpus Christi City Council District 3,f29e5b3a-8b28-448f-b281-eb087d216c67,Roland Barrera,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,be33d14a-2ea3-4de5-a0f0-994013ea5d69,Corpus Christi City Council Member,District 5,locality,,,,Corpus Christi city,,ocd-division/country:us/state:tx/place:corpus_christi/council_district:5,Corpus Christi City Council District 5,4516b693-62b7-4012-b83e-35f50bc3829f,Gil Hernandez,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,b1565586-ab27-4c4a-9005-42a580cef5c8,Corpus Christi City Council Member,,locality,,,,Corpus Christi city,,ocd-division/country:us/state:tx/place:corpus_christi,Corpus Christi city,1ecd552b-c68c-4f8d-91e7-30c6acea4d75,Michael T. Hunter,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,e1bbbe01-a859-43ec-b7b5-a0b934630faf,Corpus Christi Mayor,,locality,,,,Corpus Christi city,,ocd-division/country:us/state:tx/place:corpus_christi,Corpus Christi city,e62dc4fb-819f-4ae1-9139-e9fe720e41ff,Joe McComb,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,7d957894-26bf-48f6-88ac-1dc0c85deb79,Corpus Christi City Council Member,District 4,locality,,,,Corpus Christi city,,ocd-division/country:us/state:tx/place:corpus_christi/council_district:4,Corpus Christi City Council District 4,7ea862ad-ce61-4997-ba04-78f6f4650ec2,Greg Smith,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,873efed6-309f-4186-b274-2187409e5fd8,Dallas Mayor,,locality,,,,Dallas city,,ocd-division/country:us/state:tx/place:dallas,Dallas city,51b11586-cf33-41db-a7e3-4c67bae61a90,Eric Johnson,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,TX
TX,fd0622b4-5e5c-4378-929a-e6ad397eaa75,Dallas City Council Member,District 3,locality,,,,Dallas city,,ocd-division/country:us/state:tx/place:dallas/council_district:3,Dallas City Council District 3,63bde39f-331d-46b1-a72e-982220bde735,"Casey Thomas, II",Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,TX
TX,bb2dc023-c6de-4abb-88f0-8acb5543fc4b,Dallas City Council Member,District 4,locality,,,,Dallas city,,ocd-division/country:us/state:tx/place:dallas/council_district:4,Dallas City Council District 4,8d04d838-30b1-46fe-82c5-3230d0de043b,Carolyn King Arnold,Nonpartisan,Independent,Non-White,Black or African American,Female,City,1,TX
TX,d1b0b33b-88c9-4567-9ada-a8a0085a1f64,Dallas City Council Member,District 8,locality,,,,Dallas city,,ocd-division/country:us/state:tx/place:dallas/council_district:8,Dallas City Council District 8,4e5e96ea-bffd-443b-ad0e-b0d3dd943c2f,Tennell Atkins,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,TX
TX,cdb90c9d-c738-4fa3-a19d-d86831fd8676,Dallas City Council Member,District 2,locality,,,,Dallas city,,ocd-division/country:us/state:tx/place:dallas/council_district:2,Dallas City Council District 2,16e203dc-8b86-4a85-81e2-4ff0db163d32,Adam Medrano,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,42d4c835-73d7-49c2-b518-88d25c6bdf88,Dallas City Council Member,District 5,locality,,,,Dallas city,,ocd-division/country:us/state:tx/place:dallas/council_district:5,Dallas City Council District 5,97eff121-2006-4f17-a501-c18a2436e977,Jamie Resendez,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,8aeebc4c-c7f2-474b-a13a-990e11109e2b,Dallas City Council Member,District 6,locality,,,,Dallas city,,ocd-division/country:us/state:tx/place:dallas/council_district:6,Dallas City Council District 6,2f0c8294-574a-461a-baa1-77aeeda24d48,Omar Narvaez,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,0c9c4591-beb7-4cfd-bf25-fb4a944e01f1,Dallas City Council Member,District 7,locality,,,,Dallas city,,ocd-division/country:us/state:tx/place:dallas/council_district:7,Dallas City Council District 7,8d4fc9ef-7db5-4fc3-a994-da7abbec1c4b,Adam Bazaldua,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,TX
TX,196a5edb-1ed9-4fd8-9402-a078539280db,Dallas City Council Member,District 1,locality,,,,Dallas city,,ocd-division/country:us/state:tx/place:dallas/council_district:1,Dallas City Council District 1,beaeabc5-5b84-4a1d-a2f0-d6bf06f4426e,Chad West,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,d9aefde4-2460-4178-a0ac-2649c61b20d8,Dallas City Council Member,District 10,locality,,,,Dallas city,,ocd-division/country:us/state:tx/place:dallas/council_district:10,Dallas City Council District 10,ed126f3d-de33-48b0-8855-4de457ea5e96,B. Adam McGough,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,96f9a74e-9bdb-4418-91c6-3c09dee0ee9a,Dallas City Council Member,District 11,locality,,,,Dallas city,,ocd-division/country:us/state:tx/place:dallas/council_district:11,Dallas City Council District 11,4af8f594-d08f-438a-aabb-4427eff3d0cf,Lee M. Kleinman,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,1a815699-cb31-4fd0-b02c-f715e7292bd6,Dallas City Council Member,District 12,locality,,,,Dallas city,,ocd-division/country:us/state:tx/place:dallas/council_district:12,Dallas City Council District 12,55ffdf60-6189-4c2b-ae97-f265cc043036,Cara Mendelsohn,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,8342239e-6515-4eb8-8ad4-9024a3a466c9,Dallas City Council Member,District 13,locality,,,,Dallas city,,ocd-division/country:us/state:tx/place:dallas/council_district:13,Dallas City Council District 13,87c9171f-d80d-485f-9148-53275c410433,Jennifer Staubach Gates,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,f338ee54-41a0-47e3-ba8e-badbc9368f8a,Dallas City Council Member,District 14,locality,,,,Dallas city,,ocd-division/country:us/state:tx/place:dallas/council_district:14,Dallas City Council District 14,6c60c1fd-c9d8-4746-a2bd-16ed5c432531,David Blewett,Nonpartisan,Independent,White,White,Male,City,1,TX
TX,6c2d4fd2-10a6-4078-8da0-7311fefbc15f,Dallas City Council Member,District 9,locality,,,,Dallas city,,ocd-division/country:us/state:tx/place:dallas/council_district:9,Dallas City Council District 9,76b28dc8-9565-4814-b06d-26d24bb1d9cc,Paula Blackmon,Nonpartisan,Independent,White,White,Female,City,1,TX
TX,c1b4a3e6-8c78-48f4-be46-00da3171c205,El Paso City Council Member,District 4,locality,,,,El Paso city,,ocd-division/country:us/state:tx/place:el_paso/council_district:4,El Paso City Council District 4,255eda04-e150-485c-9f82-57ac58581aaa,Sam Morgan,Nonpartisan,Independent,Non-White,Black or African American,Male,City,1,TX
