state,Office UUID,Office Name,Seat,Office Level,Office Role,Office Category,Body Name,Jurisdiction,Jurisdiction OCDID,OCDID,Electoral District,Person UUID,Official Name,Official Party,party,wnw,race,sex,level,include,state
IL,4ca10586-8b02-46fc-9061-ff51bafcea2a,Chicago City Alderpersonperson,Ward 31,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:31,Chicago City Council Ward 31,70d0ebb0-71be-4b59-bb3e-eefc17c99596,"Felix Cardona, Jr.",Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,IL
IL,2f80aee5-92de-49bb-a12f-ea7eae6ee161,Chicago City Alderpersonperson,Ward 33,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:33,Chicago City Council Ward 33,7be51a49-23cc-44f7-9cdc-b202b1a6df1b,Rossana Rodriguez Sanchez,Nonpartisan,Independent,Non-White,Hispanic or Latino,Female,City,1,IL
IL,8d75198d-caf9-47dc-a202-6f4ec1813f86,Chicago City Alderpersonperson,Ward 35,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:35,Chicago City Council Ward 35,b37a4891-43be-4a30-8484-f2df0367cb65,Carlos Ramirez-Rosa,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,IL
IL,7cad2c40-9e59-40aa-beac-f5c42604357e,Chicago City Alderpersonperson,Ward 36,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:36,Chicago City Council Ward 36,a339ffe2-7ac1-4aeb-895f-f050d01536b2,Gilbert Villegas,Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,IL
IL,debe3e7e-af00-4a37-9327-24be335ac73f,Chicago City Alderpersonperson,Ward 40,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:40,Chicago City Council Ward 40,ff71cd80-74f5-4d09-8ae3-9545e36f902f,"André Vasquez, Jr.",Nonpartisan,Independent,Non-White,Hispanic or Latino,Male,City,1,IL
IL,3ec16acd-53b0-4ef7-be6e-192dab0a588d,Chicago City Alderpersonperson,Ward 47,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:47,Chicago City Council Ward 47,21eed696-d555-402e-8d87-d354d0be32f7,Matthew J. Martin,Nonpartisan,Independent,Non-White,Multiracial,Male,City,1,IL
IL,3e92a904-5ae5-490f-8eea-9bc2fa560c23,Chicago City Alderpersonperson,Ward 1,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:1,Chicago City Council Ward 1,1d570e77-f8b4-4f20-b7d7-2781dee6ccd5,Daniel La Spata,Nonpartisan,Independent,White,White,Male,City,1,IL
IL,6f6afa68-49f3-4d68-b0d1-286207ff1010,Chicago City Alderpersonperson,Ward 10,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:10,Chicago City Council Ward 10,a47f653c-c624-447f-b894-f57a8bcec1a1,Susan Sadlowski Garza,Nonpartisan,Independent,White,White,Female,City,1,IL
IL,4d00e4e9-5158-4207-971f-745cde0dc464,Chicago City Alderpersonperson,Ward 11,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:11,Chicago City Council Ward 11,db280def-7add-4ed8-987d-b7d44fbb3c75,Patrick D. Thompson,Nonpartisan,Independent,White,White,Male,City,1,IL
IL,06f1adbe-e817-451e-9a6c-f721f32b35b7,Chicago City Alderpersonperson,Ward 13,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:13,Chicago City Council Ward 13,5c27989a-61db-4453-9d73-e146a081cb6b,Marty Quinn,Nonpartisan,Independent,White,White,Male,City,1,IL
IL,02ef8f2e-7919-45f3-a4c8-39da1642638e,Chicago City Alderpersonperson,Ward 14,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:14,Chicago City Council Ward 14,8ce39fc2-ec48-48f3-b140-658f7830c5c6,Edward M. Burke,Nonpartisan,Independent,White,White,Male,City,1,IL
IL,71cb0cd7-c6fa-4668-8b20-5238c40cac9e,Chicago City Alderpersonperson,Ward 19,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:19,Chicago City Council Ward 19,118b8252-6350-4087-99aa-14440a1eaf78,Matthew O'Shea,Nonpartisan,Independent,White,White,Male,City,1,IL
IL,3ddaaef8-a429-445e-a0aa-a94a2a086937,Chicago City Alderpersonperson,Ward 2,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:2,Chicago City Council Ward 2,a76a3c74-169e-4fe6-aa31-0b66ee41f7c2,Brian Hopkins,Nonpartisan,Independent,White,White,Male,City,1,IL
IL,a2b21549-800b-417a-815f-d0168792e7de,Chicago City Alderpersonperson,Ward 32,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:32,Chicago City Council Ward 32,4bee81ed-6346-4ce4-8e74-b7d98cffc372,Scott Waguespack,Nonpartisan,Independent,White,White,Male,City,1,IL
IL,811d7ada-f6d9-4c83-bebe-57cf89d7c1e7,Chicago City Alderpersonperson,Ward 38,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:38,Chicago City Council Ward 38,88f2b8b3-5a7d-48bd-acd4-4063a824ec03,Nicholas Sposato,Nonpartisan,Independent,White,White,Male,City,1,IL
IL,8c3e44d0-c566-41e3-88df-ed48360223cb,Chicago City Alderpersonperson,Ward 39,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:39,Chicago City Council Ward 39,56144407-25ec-4ad7-8ed8-c6953170ffe2,Samantha Nugent,Nonpartisan,Independent,White,White,Female,City,1,IL
IL,73e815c1-250d-4c2c-945d-3278032fb851,Chicago City Alderpersonperson,Ward 41,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:41,Chicago City Council Ward 41,85364274-eaf0-43af-a6bb-b2285223a95a,Anthony V. Napolitano,Nonpartisan,Independent,White,White,Male,City,1,IL
IL,1c30a4fa-6702-45b9-b5f0-6a6c50e42b3e,Chicago City Alderpersonperson,Ward 42,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:42,Chicago City Council Ward 42,2d001b68-be38-40ba-8f26-762f1796601c,Brendan Reilly,Nonpartisan,Independent,White,White,Male,City,1,IL
IL,9a0f9674-69fe-48bd-8088-5b80337ae32f,Chicago City Alderpersonperson,Ward 43,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:43,Chicago City Council Ward 43,4077e1c2-16ad-4e1f-945a-15226f0aa321,Michele Smith,Nonpartisan,Independent,White,White,Female,City,1,IL
IL,fac87be8-9a54-4c66-af5d-f0329098c4cb,Chicago City Alderpersonperson,Ward 44,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:44,Chicago City Council Ward 44,08e8b872-109e-4afe-a343-8bdc04c5b697,Thomas M. Tunney,Nonpartisan,Independent,White,White,Male,City,1,IL
IL,8f250bd4-e2b4-40cf-8cc4-10231717db80,Chicago City Alderpersonperson,Ward 45,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:45,Chicago City Council Ward 45,deb6e5a7-f4ce-4165-85d4-c5fe971f8bb1,James M. Gardiner,Nonpartisan,Independent,White,White,Male,City,1,IL
IL,54e633c7-015c-4926-a853-c5f75427e7f6,Chicago City Alderpersonperson,Ward 46,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:46,Chicago City Council Ward 46,c573214f-de13-4690-b695-fc4b6fc7a3d0,James Cappleman,Nonpartisan,Independent,White,White,Male,City,1,IL
IL,d2b85448-2e96-4a0c-b0fa-c41249793ea3,Chicago City Alderpersonperson,Ward 48,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:48,Chicago City Council Ward 48,9b0d694c-3af2-4f7b-804d-1d52db0ab5ff,Harry Osterman,Nonpartisan,Independent,White,White,Male,City,1,IL
IL,acb58b25-f964-4806-8fd0-1f656d29d6f8,Chicago City Alderpersonperson,Ward 50,locality,,,,Chicago city,,ocd-division/country:us/state:il/place:chicago/ward:50,Chicago City Council Ward 50,eb74300e-bce5-4d08-ae74-f037c639c5ad,Debra Silverstein,Nonpartisan,Independent,White,White,Female,City,1,IL
IN,a1eaf25f-31a6-4f0f-85b3-55b828a2fa46,Fort Wayne City Council Member,At-Large,locality,,,,Fort Wayne city,,ocd-division/country:us/state:in/place:ft_wayne,Fort Wayne city,80d568f9-552a-46e8-9989-ee12085a1bd7,Glynn A. Hines,Democratic Party,Democratic Party,Non-White,Black or African American,Male,City,1,IN
IN,a1eaf25f-31a6-4f0f-85b3-55b828a2fa46,Fort Wayne City Council Member,At-Large,locality,,,,Fort Wayne city,,ocd-division/country:us/state:in/place:ft_wayne,Fort Wayne city,ad506e58-f8be-4ff9-8031-0e9e26477c37,Michelle Chambers,Democratic Party,Democratic Party,Non-White,Black or African American,Female,City,1,IN
IN,8af3cbda-eff3-4e90-a77e-317d041f1cc9,Fort Wayne City Council Member,District 6,locality,,,,Fort Wayne city,,ocd-division/country:us/state:in/place:ft_wayne/council_district:6,Fort Wayne City Council District 6,077655a7-e525-451f-9f90-72d8fbfa9a65,Sharon Tucker,Democratic Party,Democratic Party,Non-White,Black or African American,Female,City,1,IN
IN,79ba2bb2-7631-4176-afd0-ba9a9baeff89,Fort Wayne City Council Member,District 5,locality,,,,Fort Wayne city,,ocd-division/country:us/state:in/place:ft_wayne/council_district:5,Fort Wayne City Council District 5,74ead55d-ad82-4a63-a9ac-c0e33f9f6cad,Geoff Paddock,Democratic Party,Democratic Party,White,White,Male,City,1,IN
IN,ee459ab0-28c9-46fd-8537-fca3f53efd5a,Fort Wayne Mayor,,locality,,,,Fort Wayne city,,ocd-division/country:us/state:in/place:ft_wayne,Fort Wayne city,9f56193c-ec66-4c43-8cdd-3b2a5be1cb64,Tom Henry,Democratic Party,Democratic Party,White,White,Male,City,1,IN
IN,b67402a1-9ce9-4b4b-8874-d86f7df6794e,Fort Wayne City Clerk,,locality,,,,Fort Wayne city,,ocd-division/country:us/state:in/place:ft_wayne,Fort Wayne city,0c5c0e31-43f1-45ae-9858-b8eefe34cd79,Lana R. Keesling,Republican Party,Republican Party,White,White,Female,City,1,IN
IN,a1eaf25f-31a6-4f0f-85b3-55b828a2fa46,Fort Wayne City Council Member,At-Large,locality,,,,Fort Wayne city,,ocd-division/country:us/state:in/place:ft_wayne,Fort Wayne city,e7054b26-59ff-4fe8-9aa9-7f8731b2cfa8,Thomas Freistroffer,Republican Party,Republican Party,White,White,Male,City,1,IN
IN,a1f64b55-1a26-48c5-8e31-8f8a52878281,Fort Wayne City Council Member,District 1,locality,,,,Fort Wayne city,,ocd-division/country:us/state:in/place:ft_wayne/council_district:1,Fort Wayne City Council District 1,e7a90a81-0b7f-467d-9e72-39237c742351,Paul Ensley,Republican Party,Republican Party,White,White,Male,City,1,IN
IN,d17fe481-4fb0-4b13-ba66-11070ef2c0e4,Fort Wayne City Council Member,District 2,locality,,,,Fort Wayne city,,ocd-division/country:us/state:in/place:ft_wayne/council_district:2,Fort Wayne City Council District 2,015393a8-64bd-4027-a163-bd8e834f3bd4,Russ Jehl,Republican Party,Republican Party,White,White,Male,City,1,IN
IN,a4eade20-51a7-41a8-9d52-f7122e4fef6a,Fort Wayne City Council Member,District 3,locality,,,,Fort Wayne city,,ocd-division/country:us/state:in/place:ft_wayne/council_district:3,Fort Wayne City Council District 3,4d89bbe4-b9db-44fa-bf54-b3aa9fba00a4,Thomas F. Didier,Republican Party,Republican Party,White,White,Male,City,1,IN
IN,714fb22f-4b4f-4b31-a46c-4c7f434cfddf,Fort Wayne City Council Member,District 4,locality,,,,Fort Wayne city,,ocd-division/country:us/state:in/place:ft_wayne/council_district:4,Fort Wayne City Council District 4,7f6d3a07-32bd-490c-b10f-82726b6c64f1,Jason Arp,Republican Party,Republican Party,White,White,Male,City,1,IN
IN,7c922477-287d-49f6-9e31-777fc57dd6df,Marion County Clerk,,administrativeArea2,governmentOfficer,Clerk,,Marion County,,ocd-division/country:us/state:in/county:marion,Marion County,e81d6045-e8a3-4ba1-8d20-f7a2270efe42,Myla A. Eldridge,Democratic,Democratic Party,Non-White,Black or African American,Female,County,1,IN
IN,4c4a4ee4-3c68-4896-93ac-8c5c81d3046e,Marion County Coroner,,administrativeArea2,governmentOfficer,Coroner,,Marion County,,ocd-division/country:us/state:in/county:marion,Marion County,b608d729-3c6e-45b0-97fb-7f9a9bcbe04b,Leeandrea Sloan,Democratic,Democratic Party,Non-White,Black or African American,Female,County,1,IN
IN,f12c0ce3-6832-43f4-9b7f-46bcd490b08d,Marion County Treasurer,,administrativeArea2,governmentOfficer,Treasurer,,Marion County,,ocd-division/country:us/state:in/county:marion,Marion County,4ea9e563-92e8-4862-b048-1700a13e54d9,Claudia O. Fuentes,Democratic,Democratic Party,Non-White,Hispanic or Latino,Female,County,1,IN
IN,3af79c8c-1101-4078-9c96-183c93470800,Marion County Assessor,,administrativeArea2,governmentOfficer,Assessor,,Marion County,,ocd-division/country:us/state:in/county:marion,Marion County,be569e35-bfd9-4f22-a381-fc360a23fb40,Joseph P. O'Connor,Democratic,Democratic Party,White,White,Male,County,1,IN
IN,650ca455-f7da-487a-a894-2441f2473c86,Marion County Auditor,,administrativeArea2,governmentOfficer,Auditor,,Marion County,,ocd-division/country:us/state:in/county:marion,Marion County,00c6d9ef-141f-48ba-bc19-362b0bef1f21,Julie Voorhies,Democratic,Democratic Party,White,White,Female,County,1,IN
IN,9961917b-2d11-4eb7-bbab-a88519bbea0e,Marion County Prosecuting Attorney,,administrativeArea2,governmentOfficer,Prosecuting Attorney,,Marion County,,ocd-division/country:us/state:in/county:marion,Marion County,f11774d4-c7be-46de-ae78-1668f8e8fe88,Ryan Mears,Democratic,Democratic Party,White,White,Male,County,1,IN
IN,0813f6ba-23e8-4cb7-b1c3-d4883f6b66e9,Marion County Recorder,,administrativeArea2,governmentOfficer,Recorder,,Marion County,,ocd-division/country:us/state:in/county:marion,Marion County,0f70cb95-0894-4d19-b77c-bec94fb8ba3b,Kate Sweeney Bell,Democratic,Democratic Party,White,White,Female,County,1,IN
IN,6e77314e-f1c3-48f0-9973-e5c1536e593b,Marion County Sheriff,,administrativeArea2,governmentOfficer,Sheriff,,Marion County,,ocd-division/country:us/state:in/county:marion,Marion County,6421a88b-a00a-4743-a453-8233061668c9,Kerry J. Forestal,Democratic,Democratic Party,White,White,Male,County,1,IN
IN,834272ab-7e8a-4e9f-9a7b-34d21f5db403,Marion County Surveyor,,administrativeArea2,governmentOfficer,Surveyor,,Marion County,,ocd-division/country:us/state:in/county:marion,Marion County,0bc220a8-b2c5-4164-a505-f40f1d940bd2,Debra S. Jenkins,Democratic,Democratic Party,White,White,Female,County,1,IN
IN,68dce206-28d8-4f83-afc8-079e2742c9ca,Indianapolis City-County Council Member ,District 1,administrativeArea2,legislatorUpperBody,County Legislator,Indianapolis City-County Council,Marion County,,ocd-division/country:us/state:in/county:marion/council_district:1,Marion County Council District 1,5a28bb20-1f3c-4e43-b039-98ad7e56cf50,Leroy Robinson,Democratic Party,Democratic Party,Non-White,Black or African American,Male,County,1,IN
IN,595fb358-5bd2-4db6-b497-f04563a376a5,Indianapolis City-County Council Member,District 10,administrativeArea2,legislatorUpperBody,County Legislator,Indianapolis City-County Council,Marion County,,ocd-division/country:us/state:in/county:marion/council_district:10,Marion County Council District 10,30ec0566-50a3-41c0-a220-939872c75f9f,Maggie A. Lewis,Democratic Party,Democratic Party,Non-White,Black or African American,Female,County,1,IN
IN,2339eaaf-8f4a-4715-8631-8de7ab482148,Indianapolis City-County Council Member,District 11,administrativeArea2,legislatorUpperBody,County Legislator,Indianapolis City-County Council,Marion County,,ocd-division/country:us/state:in/county:marion/council_district:11,Marion County Council District 11,504768f3-9fc1-4243-a807-ad3a8d1323cb,Vop Osili,Democratic Party,Democratic Party,Non-White,Black or African American,Male,County,1,IN
IN,12cb831d-85c4-4972-a318-01793f5f38f8,Indianapolis City-County Council Member,District 13,administrativeArea2,legislatorUpperBody,County Legislator,Indianapolis City-County Council,Marion County,,ocd-division/country:us/state:in/county:marion/council_district:13,Marion County Council District 13,c93d43b7-796f-4d53-9b1a-7d5019af43a5,Keith L. Graves,Democratic Party,Democratic Party,Non-White,Black or African American,Male,County,1,IN
IN,3b025e1b-4ce1-4ac6-ba09-68246669e573,Indianapolis City-County Council Member,District 14,administrativeArea2,legislatorUpperBody,County Legislator,Indianapolis City-County Council,Marion County,,ocd-division/country:us/state:in/county:marion/council_district:14,Marion County Council District 14,0ca93585-4c5f-4f89-b4d7-fb2c3e03b199,La Keisha Jackson,Democratic Party,Democratic Party,Non-White,Black or African American,Female,County,1,IN
IN,2ab6475d-a829-4ce6-bad5-4b5de09c28c2,Indianapolis City-County Council Member,District 8,administrativeArea2,legislatorUpperBody,County Legislator,Indianapolis City-County Council,Marion County,,ocd-division/country:us/state:in/county:marion/council_district:8,Marion County Council District 8,b38b19e2-9393-4706-a5b5-4d15aa01852a,"Monroe Gray, Jr.",Democratic Party,Democratic Party,Non-White,Black or African American,Male,County,1,IN
IN,7f63d92b-957b-4c68-887e-bd24d5b25a9b,Indianapolis City-County Council Member,District 9,administrativeArea2,legislatorUpperBody,County Legislator,Indianapolis City-County Council,Marion County,,ocd-division/country:us/state:in/county:marion/council_district:9,Marion County Council District 9,1db40ee5-46dc-41bc-8bbf-d59eb5046a8a,William Oliver,Democratic Party,Democratic Party,Non-White,Black or African American,Male,County,1,IN
IN,50063d21-576a-4e17-ad49-97c6782d477c,Indianapolis Mayor,,administrativeArea2,governmentOfficer,Mayor,Indianapolis City-County Council,Marion County,,ocd-division/country:us/state:in/county:marion,Marion County,4e94b721-efbb-44c0-bb80-5de3c41cdc86,Joe Hogsett,Democratic Party,Democratic Party,White,White,Male,County,1,IN
IN,ec042ffd-b46c-40de-9b6d-0aae86cd3042,Indianapolis City-County Council Member,District 12,administrativeArea2,legislatorUpperBody,County Legislator,Indianapolis City-County Council,Marion County,,ocd-division/country:us/state:in/county:marion/council_district:12,Marion County Council District 12,fe316431-37dc-4188-8189-131f9e8cffb1,Blake Johnson,Democratic Party,Democratic Party,White,White,Male,County,1,IN
IN,590594d0-95a1-4aa2-a108-94095d1b275f,Indianapolis City-County Council Member,District 15,administrativeArea2,legislatorUpperBody,County Legislator,Indianapolis City-County Council,Marion County,,ocd-division/country:us/state:in/county:marion/council_district:15,Marion County Council District 15,fd866f39-5c43-4bd0-ad02-1925743234d9,Jessica McCormick,Democratic Party,Democratic Party,White,White,Female,County,1,IN
IN,fd541e72-8f0d-49d7-b989-a1b179a3df64,Indianapolis City-County Council Member,District 16,administrativeArea2,legislatorUpperBody,County Legislator,Indianapolis City-County Council,Marion County,,ocd-division/country:us/state:in/county:marion/council_district:16,Marion County Council District 16,4cc027ee-84a8-4e0d-9f47-33c4856095b3,Kristin Jones,Democratic Party,Democratic Party,White,White,Female,County,1,IN
IN,63cee6c6-2913-474e-836e-fff525436c35,Indianapolis City-County Council Member,District 17,administrativeArea2,legislatorUpperBody,County Legislator,Indianapolis City-County Council,Marion County,,ocd-division/country:us/state:in/county:marion/council_district:17,Marion County Council District 17,33fdcf7b-9f18-43ee-b3fa-e28a221b4e90,Zach Adamson,Democratic Party,Democratic Party,White,White,Male,County,1,IN
IN,d4369a07-1b56-49fd-8a15-25cc63dc8bd5,Indianapolis City-County Council Member,District 19,administrativeArea2,legislatorUpperBody,County Legislator,Indianapolis City-County Council,Marion County,,ocd-division/country:us/state:in/county:marion/council_district:19,Marion County Council District 19,79669a93-ca15-4388-bdb7-f463f51e1876,David Ray,Democratic Party,Democratic Party,White,White,Male,County,1,IN
IN,666fdf35-92e4-44e4-8839-09b093790d89,Indianapolis City-County Council Member,District 2,administrativeArea2,legislatorUpperBody,County Legislator,Indianapolis City-County Council,Marion County,,ocd-division/country:us/state:in/county:marion/council_district:2,Marion County Council District 2,fba5de3a-a288-456f-92f6-56ec06be9ff0,Keith Potts,Democratic Party,Democratic Party,White,White,Male,County,1,IN
